artist_id,artist_name,year,positive,negative,neutral
AR002UA1187B9A637D,The Bristols,2001,50.89452811372357,16.22281182418039,367.1798055883533
AR00B1I1187FB433EB,Eagle Eye Cherry,2000,32.30004444436685,76.04839463100748,822.9008490470419
AR00B1I1187FB433EB,Eagle-Eye Cherry,1996,59.294017432822855,25.80571048671643,391.39627916997495
AR00B1I1187FB433EB,Eagle-Eye Cherry,1997,339.16397732558704,359.8509391695555,3855.166911248031
AR00B1I1187FB433EB,Eagle-Eye Cherry,1998,92.92197424746257,45.565647518976625,561.5827204559398
AR00B1I1187FB433EB,Eagle-Eye Cherry,2000,412.1941997793959,241.57219502320334,2974.1813591130135
AR00B1I1187FB433EB,Eagle-Eye Cherry,2001,52.77013671372227,67.70162699701203,543.0256665628466
AR00B1I1187FB433EB,Eagle-Eye Cherry,2003,164.43540354128004,166.90764482201132,2405.7899572259535
AR00B1I1187FB433EB,Eagle-Eye Cherry / Santana,2000,73.09022926678625,20.123925500041135,387.92662041241687
AR00FOZ1187FB5C9F3,autoKratz,2008,0.0,0.0,77.40800440047357
AR00JIO1187B9A5A15,Saigon,2004,302.06982184688263,524.6266368063533,5982.247647330741
AR00JIO1187B9A5A15,Saigon,2007,95.35741818120758,191.40534772140495,2042.8907271230548
AR00MBZ1187B9B5DB1,Memphis Minnie,1930,6.0012102510099385,8.0519384361242,405.457284921634
AR00MBZ1187B9B5DB1,Memphis Minnie,1941,42.14703373704963,21.81765655824654,380.06105483866327
AR00MBZ1187B9B5DB1,Memphis Minnie,1991,137.3056617131248,118.55637544993324,2637.106423695823
AR00MBZ1187B9B5DB1,Memphis Minnie,1995,16.32761452187523,8.77487634652033,321.06280175945614
AR00MBZ1187B9B5DB1,Memphis Minnie,1997,29.413382947797025,103.73362457213204,434.5590090029361
AR00MBZ1187B9B5DB1,Memphis Minnie,1999,32.0884905291474,33.532040264817006,841.2048079525083
AR00MBZ1187B9B5DB1,Memphis Minnie,2000,42.81587020394265,88.67551144818682,783.0408524180673
AR00RBU1187B9B3F1F,Matthew Jay,2000,11.622458593034494,23.59122605113194,234.3726859799719
AR00RBU1187B9B3F1F,Matthew Jay,2001,181.98009654727832,86.8102737645974,2524.1037581983464
AR00TGQ1187B994F29,Paula Toller,2000,96.46862595754213,17.562346499556675,2129.9405787982896
